,sample,position_1_1,position_2_1,position_3_1,position_4,position_5
0,1-1-001,16.199999999999946,,191.0,,456.55555555555554
1,1-1-002,16.692307692307693,,156.87500000000003,321.44117647058823,336.89189189189193
2,1-1-003,15.600000000000014,,123.58333333333337,,324.775
3,1-1-004,11.916666666666664,,139.29999999999998,285.0689655172414,
4,1-1-005,16.87499999999997,,109.66666666666669,226.8974358974359,
5,1-1-006,16.31249999999995,,,196.75757575757575,
6,1-1-007,13.083333333333336,,,156.15384615384616,
7,1-1-008,16.15384615384614,,151.6,163.51923076923077,
8,1-1-009,14.499999999999979,,,123.0,
9,1-2-001,14.466666666666672,,111.00000000000001,287.4117647058824,
10,1-2-002,14.624999999999977,,110.375,300.1951219512195,
11,1-2-003,13.500000000000068,,115.66666666666667,290.65625,
12,1-2-004,12.538461538461476,,99.16666666666667,268.3076923076923,
13,1-2-005,11.99999999999999,,,186.35416666666666,
14,1-2-006,14.222222222222225,,,162.37209302325581,
15,1-2-007,15.799999999999992,,138.25,154.35135135135135,
16,1-2-008,14.111111111111118,,123.56862745098039,,
17,1-2-009,15.055555555555555,,103.33333333333334,125.8,
18,1-3-001,,,16.000000000000014,,310.0
19,1-3-002,15.083333333333382,,114.62500000000003,292.6333333333333,
20,1-3-003,13.78571428571429,,105.1,256.6363636363636,
21,1-3-004,17.72727272727277,,118.75,292.8,
22,1-3-005,8.8125,,,213.7532467532467,
23,1-3-006,17.105263157894733,,77.68750000000001,192.92499999999998,
24,1-3-007,15.57142857142859,,,149.54054054054055,
25,1-3-008,15.545454545454563,,116.42424242424244,139.15555555555557,
26,1-3-009,12.611111111111107,,130.675,108.73809523809524,
27,1-3-010,13.687500000000007,,79.56363636363636,,
28,1-4-001,,,16.000000000000014,,406.125
29,1-4-002,11.75000000000006,,130.36363636363637,354.8636363636363,339.89189189189193
30,1-4-004,14.714285714285724,,,265.3333333333333,277.6585365853658
31,1-4-005,16.37500000000003,,99.69999999999999,241.62162162162164,
32,1-4-006,16.400000000000013,,,200.1063829787234,
33,1-4-007,16.625,,,172.01960784313727,
34,1-4-008,17.44444444444444,,,162.70833333333331,
35,1-4-009,15.777777777777779,,,116.36170212765957,
36,2-1-001,57.17073170731701,,,566.0769230769231,
37,2-1-002,16.15384615384613,,172.625,389.1860465116279,
38,2-1-003,9.499999999999996,,132.63636363636363,215.47826086956522,
39,2-1-004,10.611111111111104,,108.79310344827586,177.07692307692307,
40,2-1-005,11.8823529411765,,116.77777777777779,155.27777777777777,
41,2-1-006,11.368421052631527,,106.12121212121212,209.20000000000002,
42,2-1-007,8.119999999999994,,120.04255319148936,200.99999999999997,
43,2-1-008,11.086956521739147,,113.49230769230769,251.8333333333333,
44,2-1-009,9.909090909090935,,,108.76744186046511,
45,2-1-010,15.470588235294114,,107.53703703703704,158.41379310344828,
46,2-1-011,11.062499999999986,,108.91428571428573,131.56521739130434,
47,2-1-012,13.368421052631572,,100.46938775510203,,
48,2-1-013,9.476190476190494,,95.93478260869566,133.0,
49,2-1-014,11.952380952380947,,75.41666666666667,,
50,2-2-001,,,20.000000000000075,584.7727272727273,
51,2-2-002,14.318181818181852,,151.3235294117647,273.64,
52,2-2-003,12.058823529411766,,126.38888888888889,168.68421052631578,
53,2-2-004,12.10526315789473,,122.38235294117648,174.3478260869565,
54,2-2-005,12.53846153846152,,,124.73469387755102,
55,2-2-006,11.461538461538467,,,122.14285714285715,
56,2-2-007,12.708333333333355,,,125.89795918367348,
57,2-2-008,12.851851851851881,,,123.61363636363636,
58,2-2-009,9.347826086956523,,,119.6,
59,2-2-010,12.749999999999995,,,128.2037037037037,
60,2-2-011,15.466666666666672,,,139.85714285714286,
61,2-2-012,15.761904761904743,,119.77777777777779,,
62,2-2-013,14.937500000000014,,111.38095238095238,133.14285714285714,
63,2-3-001,15.88888888888893,,193.07999999999998,,414.96000000000004
64,2-3-002,,,16.999999999999993,330.0322580645161,357.42499999999995
65,2-3-003,15.076923076923121,,152.44444444444443,289.56,
66,2-3-004,13.888888888888884,,126.38461538461536,251.94444444444443,
67,2-3-005,12.187499999999996,,140.42857142857142,242.76923076923077,
68,2-3-006,8.999999999999986,,,137.36111111111111,
69,2-3-007,13.124999999999986,,,134.0909090909091,
70,2-3-008,16.999999999999993,,,139.91891891891893,
71,2-3-009,13.000000000000034,,,123.83673469387755,
72,2-3-010,9.473684210526322,,,139.0857142857143,
73,2-3-011,12.888888888888882,,,146.2,
74,2-3-012,14.666666666666629,,,124.76923076923076,
75,2-3-013,18.1111111111111,,104.65853658536585,144.68421052631578,
76,2-3-014,14.040000000000019,,104.16216216216216,,
77,2-3-015,16.11111111111112,,95.53333333333333,355.0,
78,2-3-016,6.923076923076909,,73.24691358024693,,344.66666666666663
79,2-4-001,15.111111111111164,,176.57142857142856,341.5609756097561,
80,2-4-002,,,16.000000000000057,331.9166666666667,
81,2-4-003,15.99999999999997,,146.77777777777777,290.4255319148936,
82,2-4-004,14.111111111111097,,155.50000000000003,316.4285714285714,
83,2-4-005,15.571428571428502,,148.47619047619048,249.5454545454545,
84,2-4-006,11.250000000000004,,134.77777777777777,183.14285714285714,
85,2-4-007,11.950000000000017,,,146.83870967741936,
86,2-4-008,10.749999999999993,,,140.68421052631578,
87,2-4-009,12.315789473684235,,112.3529411764706,180.45454545454547,
88,2-4-010,15.39999999999997,,,125.70731707317073,
89,2-4-011,15.133333333333344,,,115.5,
90,2-4-012,12.058823529411777,,,101.63043478260869,
91,2-4-013,15.294117647058837,,100.1086956521739,138.94594594594597,
92,2-4-014,14.714285714285701,,79.54838709677419,106.80000000000001,
93,4-1-001,7.343749999999982,,81.18055555555554,204.77134146341464,
94,4-1-002,5.3125000000000115,,95.48076923076923,182.78846153846155,
95,4-1-003,7.1153846153845794,,,119.38679245283019,
96,4-1-004,5.434782608695662,,81.52173913043478,,
97,4-1-005,8.000000000000007,,124.93589743589745,175.99137931034483,
98,4-1-006,3.177083333333344,,140.87962962962962,101.04591836734693,
99,4-1-007,6.0156249999999964,,,111.15056818181817,
100,4-1-008,6.187499999999998,,,98.92857142857142,
101,4-1-009,7.593750000000004,,,98.22540983606558,
102,4-1-010,6.204545454545457,,,94.485,
103,4-1-011,7.349999999999998,,76.37142857142857,104.91,
104,4-1-012,5.625000000000013,,,83.71621621621622,
105,4-1-013,3.8181818181818343,,,71.29326923076923,
106,4-1-014,1.424999999999993,,78.3125,97.92857142857142,
107,4-1-015,16.85714285714286,,81.66346153846153,463.5,
108,4-1-016,3.600000000000003,,62.493750000000006,79.62272727272727,
109,4-2-001,12.08333333333339,,161.45833333333331,,592.1607142857142
110,4-2-002,7.874999999999965,,169.19117647058818,,567.6190476190476
111,4-2-003,6.718749999999996,,,157.64705882352942,
112,4-2-004,9.062500000000002,,,186.54166666666666,
113,4-2-005,7.500000000000007,,,168.55555555555557,
114,4-2-006,3.4999999999999836,,,147.23475609756096,
115,4-2-007,5.906249999999991,,,140.3726851851852,
116,4-2-008,5.250000000000004,,,126.03017241379311,
117,4-2-009,5.488636363636365,,,104.5159574468085,
118,4-2-010,6.222222222222243,,,115.1675,
119,4-2-011,10.01388888888888,,,104.58152173913044,
120,4-2-012,5.250000000000004,,,123.4625,402.0625
121,4-2-013,8.925000000000027,,,96.51515151515152,
122,4-2-014,2.50000000000003,,88.91666666666666,115.75852272727273,
123,4-2-015,6.681818181818157,,,74.04166666666666,
124,4-3-001,11.249999999999993,,128.39999999999998,,384.2378048780488
125,4-3-002,6.374999999999997,,,127.24999999999999,
126,4-3-003,6.749999999999989,,,138.6206896551724,
127,4-3-004,6.875000000000009,,,149.72222222222223,
128,4-3-005,25.01250000000001,,,123.31914893617021,
129,4-3-006,6.857142857142856,,,133.09375,
130,4-3-007,7.34999999999999,,,134.32142857142856,
131,4-3-008,7.017857142857148,,,95.47340425531915,
132,4-3-009,9.609375000000004,,,101.34,
133,4-3-010,8.03571428571429,,,92.46710526315789,
134,4-3-011,8.812500000000012,,,95.91176470588235,
135,4-3-012,15.300000000000013,,95.38815789473684,119.78571428571429,
136,4-3-013,5.647058823529413,,69.125,86.36413043478261,
137,4-3-014,7.70000000000001,,75.8846153846154,,
138,4-3-015,10.80000000000001,,65.46710526315789,,
139,4-4-001,9.900000000000041,,139.82812500000003,,414.40116279069764
140,4-4-002,7.64999999999999,,104.11363636363636,224.3709677419355,
141,4-4-003,8.400000000000007,,,163.51785714285714,
142,4-4-004,9.562500000000028,,,135.09146341463415,
143,4-4-005,5.781250000000016,,,125.85365853658537,
144,4-4-006,5.624999999999991,,,133.64583333333331,
145,4-4-007,22.048611111111114,,,129.06914893617022,
146,4-4-008,6.4583333333333295,,,116.16745283018867,
147,4-4-009,4.147727272727248,,,105.73611111111111,
148,4-4-010,7.451923076923064,,,97.83653846153847,
149,4-4-011,10.312500000000016,,,112.10597826086958,
150,4-4-012,5.855263157894725,,,90.42410714285714,
151,5-1-001,11.041666666666728,,93.40909090909092,,305.9908536585366
152,5-1-002,10.23437499999999,,97.56944444444449,,300.17628205128204
153,5-1-003,2.500000000000002,,,115.60606060606061,
154,5-1-004,7.343750000000037,,94.51923076923077,125.42410714285715,
155,5-1-005,7.708333333333331,,,106.21875,
156,5-1-006,8.250000000000007,,,114.70108695652175,
157,5-1-007,8.675000000000002,,,91.89024390243902,
158,5-1-008,7.083333333333358,,,98.16489361702126,
159,5-1-009,6.944444444444447,,79.86111111111111,117.1,
160,5-1-010,9.2261904761905,,,102.85714285714286,
161,5-1-011,8.81944444444445,,70.49342105263156,106.8103448275862,
162,5-1-012,7.093749999999996,,,84.8529411764706,
163,5-1-013,8.499999999999993,,,80.75892857142858,
164,5-2-001,14.250000000000007,,215.8571428571429,,488.0869565217392
165,5-2-002,5.848214285714332,,76.01851851851852,185.85937500000003,
166,5-2-003,6.111111111111123,,67.66666666666664,187.60714285714286,
167,5-2-004,6.510416666666686,,88.58695652173913,180.49479166666666,
168,5-2-005,5.42763157894735,,,117.3076923076923,
169,5-2-006,46.60714285714285,,,132.83333333333337,
170,5-2-007,6.394230769230763,,,101.78125,
171,5-2-008,19.40625,,,134.63414634146343,
172,5-2-009,11.97115384615384,,,132.79336734693877,
173,5-2-010,8.124999999999993,,,112.12121212121212,
174,5-2-011,9.61805555555556,,,100.78125,
175,5-2-012,10.427631578947368,,,115.88541666666666,
176,5-2-013,6.4583333333333295,,,94.57954545454545,
177,5-2-014,6.319444444444447,,,95.98958333333334,
178,5-2-015,4.3750000000000036,,,105.03472222222223,
179,5-2-016,9.187499999999988,,,88.03728070175438,
180,5-2-017,4.708333333333329,,,81.55092592592592,
181,5-3-001,13.095238095238182,,196.66666666666669,,505.0
182,5-3-002,8.571428571428585,,134.07692307692307,354.7878787878788,390.78723404255317
183,5-3-003,11.714285714285722,,,165.24,
184,5-3-004,21.363636363636385,,,194.20454545454544,
185,5-3-005,9.666666666666657,,,159.40406976744188,
186,5-3-006,6.428571428571423,,,127.99479166666669,260.3125
187,5-3-007,10.535714285714315,,,151.48809523809524,
188,5-3-008,6.971153846153822,,,124.73011363636363,
189,5-3-009,7.916666666666683,,107.88461538461539,180.26209677419357,
190,5-3-010,14.671052631578945,,,132.7389705882353,
191,5-3-011,9.464285714285717,,,104.4951923076923,
192,5-3-012,9.553571428571466,,,110.84051724137932,
193,5-3-013,7.0416666666666545,,,102.5,
194,5-3-014,8.194444444444462,,,94.32180851063829,
195,5-3-015,8.5625,,,100.1953125,
196,5-4-001,21.999999999999908,,125.6666666666667,,710.5576923076924
197,5-4-002,33.777173913043576,,,516.1956521739129,607.7822580645161
198,5-4-003,4.750000000000004,,,180.27173913043478,
199,5-4-004,8.750000000000007,,126.5,201.84782608695653,
200,5-4-005,13.593749999999988,,,152.93478260869563,
201,5-4-006,16.250000000000014,,183.030303030303,130.66176470588238,
202,5-4-007,1.250000000000001,,128.72340425531914,182.39583333333331,
203,5-4-008,14.750000000000012,,115.20161290322581,170.71022727272725,
204,5-4-009,4.249999999999976,,,129.34322033898303,
205,5-4-010,6.647727272727277,,,126.2797619047619,
206,5-4-011,7.874999999999993,,,107.86337209302326,
207,5-4-012,4.471153846153819,,,108.70833333333334,
208,5-4-013,4.916666666666666,,,110.2361111111111,
209,5-4-014,8.250000000000007,,,96.17378048780488,
210,5-4-015,12.414772727272732,,,96.99324324324324,
211,5-4-016,4.562499999999997,,,88.68055555555556,
212,6-1-001,4.666666666666696,,113.37499999999999,277.0202702702703,
213,6-1-002,47.727272727272705,,,161.05645161290323,
214,6-1-003,5.859375,,67.7840909090909,138.05921052631578,
215,6-1-004,9.27083333333334,,93.12500000000003,249.67857142857142,282.3519736842106
216,6-1-005,5.791666666666681,,,98.73263888888889,
217,6-1-006,8.653846153846123,,,97.21153846153847,
218,6-1-007,11.385869565217394,,,106.86046511627907,
219,6-1-008,5.138888888888901,,,102.30113636363636,
220,6-1-009,11.3839285714286,,,111.69921875,
221,6-1-010,7.187500000000013,,,96.8371212121212,
222,6-1-011,5.234375000000013,,,94.5596590909091,
223,6-1-012,10.041666666666657,,78.86904761904762,108.85000000000001,
224,6-1-013,5.511363636363647,,,90.2724358974359,
225,6-1-014,6.079545454545449,,,94.13888888888889,
226,6-1-015,18.94230769230769,,,89.12735849056604,
227,6-2-001,6.571428571428584,,104.13333333333334,386.2,416.4878048780487
228,6-2-002,3.1764705882352695,,,238.45714285714283,
229,6-2-003,5.3846153846153655,,,222.63414634146343,
230,6-2-004,5.285714285714294,,80.6153846153846,224.44000000000003,
231,6-2-005,2.9999999999999916,,70.08333333333333,139.53571428571428,
232,6-2-006,4.642857142857149,,,101.53488372093022,
233,6-2-007,6.764705882352937,,,101.61858974358974,297.25
234,6-2-008,11.354166666666671,,,87.98076923076923,
235,6-2-009,5.130208333333345,,61.629464285714285,104.39814814814815,
236,6-2-010,5.333333333333315,,59.74609375,90.02604166666667,
237,6-2-011,6.90972222222222,,67.54166666666667,98.4436274509804,
238,6-2-012,13.66477272727272,,,62.99632352941177,
239,6-2-013,7.2355769230769145,,,69.73958333333333,316.25000000000006
240,6-2-014,6.208333333333337,,61.5625,339.375,
241,6-3-001,9.041666666666643,,86.45833333333331,,248.3984375
242,6-3-002,4.711538461538433,,,206.26388888888889,221.80555555555557
243,6-3-003,17.683823529411764,,,136.70955882352942,
244,6-3-004,5.8894230769230695,,68.74999999999999,147.46428571428572,
245,6-3-005,8.203125000000005,,,84.0625,
246,6-3-006,2.6630434782608514,,42.38970588235295,144.23958333333331,
247,6-3-007,14.062500000000005,,,95.83333333333333,
248,6-3-008,6.761363636363662,,,109.47010869565216,
249,6-3-009,5.833333333333343,,,112.67361111111111,
250,6-3-010,4.843750000000008,,,110.8912037037037,
251,6-3-011,6.696428571428576,,,94.90853658536585,
252,6-3-012,6.510416666666686,,,114.83630952380952,
253,6-3-013,6.249999999999992,,,83.575,
254,6-3-014,15.468750000000004,,83.8146551724138,100.63829787234043,
255,6-3-015,10.458333333333334,,,78.04398148148148,
256,6-4-001,12.562499999999922,,,232.3,
257,6-4-002,5.312499999999998,,143.28125000000003,,370.96153846153845
258,6-4-003,5.953947368421058,,68.23529411764706,190.26315789473685,
259,6-4-004,5.781250000000016,,77.08333333333334,139.57236842105263,
260,6-4-005,8.125000000000021,,,120.77586206896551,
261,6-4-006,10.937500000000016,,,101.74568965517241,
262,6-4-007,2.999999999999975,,,96.9921875,
