sample,fresh_mass,dry_mass,water_mass,water_percent,tag,number_of_foliar_discs,foliar_disc_surface,sample_gain,mean_gain,spad_measure_1,spad_measure_2,spad_measure_3,spad_measure_4,spad_measure_5,spad_measure_6,fv_fm,leaf_water_potential,leaf_osmotic_potential,stomatal_conductance,relative_foliar_water_content,foliar_surface
6-3-003,0.059,0.011,0.048,81.4,0,8,5.02655E-05,86,80,31.3,31.6,37,33.5,32,34.6,,,,,,
6-3-004,0.0775,0.0157,0.0618,79.7,0,8,5.02655E-05,84,80,29.5,35.7,27.7,23.1,29.8,37.6,,,,,,
6-3-005,0.0942,0.0191,0.0751,79.7,0,8,5.02655E-05,82,80,41.8,35.8,34.6,36.5,34.5,37.5,,,,,,
6-3-006,0.0774,0.0133,0.0641,82.8,0,8,5.02655E-05,85,80,41.4,37.5,33.3,38.7,37.9,39,,,,,,
6-3-007,0.1021,0.0171,0.085,83.3,0,8,5.02655E-05,82,80,46.6,45.4,40.9,41.3,47,49.2,,,,,,
6-3-008,0.0988,0.0191,0.0797,80.7,0,8,5.02655E-05,82,80,,,,,,,,,,,,
6-3-009,0.1084,0.0198,0.0886,81.7,1,8,5.02655E-05,82,80,49.2,49.8,43.7,46.6,46.4,42.5,,,,,,
6-3-010,0.0957,0.0164,0.0793,82.9,0,8,5.02655E-05,82,80,49.8,47,51.3,49.9,50.5,52.1,,,,,,
6-3-011,0.0997,0.0182,0.0815,81.7,0,8,5.02655E-05,82,80,51.2,49.5,50.7,46.9,50.9,52,,,,,,
6-3-012,0.1089,0.0191,0.0898,82.5,0,8,5.02655E-05,82,80,58.5,52.8,50.9,58.8,52.3,51.7,,,,,,
6-3-013,0.0966,0.0168,0.0798,82.6,0,8,5.02655E-05,83,80,55.4,58.6,59.7,60.4,57.1,54.2,,,,,,
6-3-014,0.0925,0.0172,0.0753,81.4,0,8,5.02655E-05,83,80,56.9,51.5,54,49.8,53.4,58.6,,,,,,
6-3-015,0.0882,0.0156,0.0726,82.3,0,8,5.02655E-05,83,80,55.4,54.8,62.2,54.8,56.3,21.2,,,,,,
6-4-001,0.084,0.0116,0.0724,86.2,0,8,5.02655E-05,84,80,12.6,2,9.8,7.6,4.6,14.1,,,,,,
6-4-002,0.0958,0.0122,0.0836,87.3,0,8,5.02655E-05,82,80,12.4,6.5,9.5,5.6,6.5,5.8,,,,,,
6-4-003,0.0992,0.0153,0.0839,84.6,0,8,5.02655E-05,82,80,26.8,17.8,8.3,7.8,17.6,23.3,,,,,,
6-4-004,0.0961,0.0179,0.0782,81.4,0,8,5.02655E-05,82,80,32.9,34,29.3,26.5,28.7,39.2,,,,,,
6-4-005,0.1235,0.023,0.1005,81.4,0,8,5.02655E-05,80,80,39,39.3,29.5,29.5,35.8,39.5,,,,,,
6-4-006,0.1234,0.0224,0.101,81.8,0,8,5.02655E-05,80,80,43,39.9,36.5,42.6,42.1,40.4,,,,,,
6-4-007,0.121,0.0238,0.0972,80.3,1,8,5.02655E-05,80,80,34.8,41.8,40.5,35.3,39.6,38.8,,,,,,
6-4-008,0.1256,0.0215,0.1041,82.9,0,8,5.02655E-05,80,80,42.9,41.6,35.1,41.6,43.4,43.6,,,,,,
6-4-009,0.113,0.0229,0.0901,79.7,0,8,5.02655E-05,81,80,39.9,43,44.4,43.6,44.5,43.7,,,,,,
6-4-010,0.1231,0.0238,0.0993,80.7,0,8,5.02655E-05,80,80,46.3,49.7,43.6,44.5,45.9,47.9,,,,,,
6-4-011,0.1154,0.0214,0.094,81.5,0,8,5.02655E-05,81,80,50.6,49.1,48.3,50.2,48.8,49.2,,,,,,
6-4-012,0.1124,0.0199,0.0925,82.3,0,8,5.02655E-05,81,80,48.9,49.1,50.3,55.5,59.9,55.7,,,,,,
6-4-013,0.1063,0.0196,0.0867,81.6,0,8,5.02655E-05,82,80,45.6,49.1,54.2,57.5,56.9,52.5,,,,,,
6-4-014,0.1078,0.0202,0.0876,81.3,0,8,5.02655E-05,82,80,54.8,53.7,56.2,51.5,48.8,43.3,,,,,,
6-4-015,0.1081,0.0197,0.0884,81.8,0,8,5.02655E-05,82,80,48.4,53.8,55.5,53.6,56.8,46.6,,,,,,
