sample,fresh_mass,dry_mass,water_mass,water_percent,tag,number_of_foliar_discs,foliar_disc_surface,sample_gain,mean_gain,spad_measure_1,spad_measure_2,spad_measure_3,spad_measure_4,spad_measure_5,spad_measure_6,fv_fm,leaf_water_potential,leaf_osmotic_potential,stomatal_conductance,relative_foliar_water_content,foliar_surface
4-3-002,0.111,0.0143,0.0967,87.1,0,8,5.02655E-05,81,80,36.2,27.4,27.3,35,22.5,40.9,,,,,,
4-3-003,0.126,0.0178,0.1082,85.9,0,8,5.02655E-05,80,80,45.2,47.6,45.9,46.2,37.3,73.6,,,,,,
4-3-004,0.1328,0.0182,0.1146,86.3,1,8,5.02655E-05,80,80,46.9,48.1,45.7,49.6,38.4,36.3,,,,,,
4-3-005,0.1056,0.0187,0.0869,82.3,0,8,5.02655E-05,81,80,51.8,46.7,43.6,46.2,48.3,45.2,,,,,,
4-3-006,0.1131,0.0179,0.0952,84.2,0,8,5.02655E-05,81,80,43.7,47.2,46.4,48.3,49.6,59.1,,,,,,
4-3-007,0.1216,0.0188,0.1028,84.5,0,8,5.02655E-05,80,80,46.5,49.9,49.3,53,51.5,50.8,,,,,,
4-3-008,0.1023,0.0179,0.0844,82.5,0,8,5.02655E-05,82,80,53.5,54.9,46.9,52.8,46.3,56.1,,,,,,
4-3-009,0.0976,0.016,0.0816,83.6,0,8,5.02655E-05,82,80,43.1,45.7,45.8,48.5,52.3,48.9,,,,,,
4-3-010,0.0997,0.0167,0.083,83.2,0,8,5.02655E-05,82,80,49.5,48.5,47.8,56.9,50.1,53.7,,,,,,
4-3-011,0.095,0.0153,0.0797,83.9,0,8,5.02655E-05,82,80,51.6,51.9,50.4,49.1,50.2,49,,,,,,
4-3-012,0.0949,0.0144,0.0805,84.8,0,8,5.02655E-05,82,80,49.9,51.7,50,48.4,43.6,46.9,,,,,,
4-3-013,0.0928,0.0164,0.0764,82.3,0,8,5.02655E-05,82,80,51.1,50.2,50,46.9,49,47.3,,,,,,
4-3-014,0.0855,0.0141,0.0714,83.5,0,8,5.02655E-05,83,80,46.8,49.5,46.1,52.8,49.6,52.9,,,,,,
4-3-015,0.0812,0.0141,0.0671,82.6,0,8,5.02655E-05,84,80,43.8,46.5,,45.7,45.5,,,,,,,
4-4-001,0.101,0.0091,0.0919,91,0,8,5.02655E-05,82,80,0,0.2,2.5,1.1,1.7,5.2,,,,,,
4-4-002,0.1122,0.0144,0.0978,87.2,0,8,5.02655E-05,81,80,14.4,19.7,17.4,18.2,17.1,22.5,,,,,,
4-4-003,0.1277,0.0187,0.109,85.4,0,8,5.02655E-05,80,80,37,41.5,39.1,39.5,41.7,35.4,,,,,,
4-4-004,0.1691,0.0277,0.1414,83.6,1,8,5.02655E-05,78,80,37.6,37.8,37.7,32.4,40.4,42.6,,,,,,
4-4-005,0.153,0.027,0.126,82.4,0,8,5.02655E-05,79,80,46.6,42.5,35.5,39.9,42.3,41.3,,,,,,
4-4-006,0.1402,0.0206,0.1196,85.3,0,8,5.02655E-05,79,80,47.3,49.8,47.2,46.3,53,49.8,,,,,,
4-4-007,0.1381,0.0242,0.1139,82.5,0,8,5.02655E-05,80,80,57.1,52.6,49.4,49.1,46.9,44.9,,,,,,
4-4-008,0.1319,0.0233,0.1086,82.3,0,8,5.02655E-05,80,80,48,52.5,51.1,44,49.1,46.5,,,,,,
4-4-009,0.1183,0.0216,0.0967,81.7,0,8,5.02655E-05,81,80,50.7,42,42.5,48.5,46.6,41,,,,,,
4-4-010,0.1175,0.0204,0.0971,82.6,0,8,5.02655E-05,81,80,44.5,47.3,48.2,43.8,44.3,48.3,,,,,,
4-4-011,0.1077,0.0183,0.0894,83,0,8,5.02655E-05,81,80,48.6,51.5,53.2,53.3,51.2,40.5,,,,,,
4-4-012,0.1004,0.0165,0.0839,83.6,0,8,5.02655E-05,82,80,41.7,42.4,42.4,43.6,40.7,42.7,,,,,,
